concept_id_1,concept_name_1,concept_class_id_1,concept_code_1,vocabulary_id_1,relationship_id,concept_id_2,concept_name_2,concept_class_id_2,concept_code_2,vocabulary_id_2
36881762,beeswax 0.15 MG/MG / Camphor 0.02 MG/MG / Drosera anglica extract 3 X / Eucalyptus oil 0.005 MG/MG / Larix decidua whole extract 0.05 MG/MG / Petasites hybridus root extract 1 X / Plantago lanceolata leaf extract 1 X / ... [Plantago Bronchialbalsam],Branded Drug Comp,OMOP995222,RxNorm Extension,Constitutes,36881353,beeswax 0.15 MG/MG / Camphor 0.02 MG/MG / Drosera anglica extract 3 X / Eucalyptus oil 0.005 MG/MG / Larix decidua whole extract 0.05 MG/MG / Petasites hybridus root extract 1 X / ... Topical Ointment [Plantago Bronchialbalsam],Quant Branded Drug,OMOP993422,RxNorm Extension
42727134,Aesculus hippocastanum bark extract 0.03 MG/MG / anthyllis vulneraria extract 0.075 MG/MG / Bellis perennis extract 0.015 MG/MG / Bos taurus placenta preparation 50000 X / bovine fetus skin extract 50000 X / ... [Akne-Wasser],Branded Drug Comp,OMOP2726371,RxNorm Extension,Constitutes,42729266,Aesculus hippocastanum bark extract 0.03 MG/MG / anthyllis vulneraria extract 0.075 MG/MG / Bellis perennis extract 0.015 MG/MG / Bos taurus placenta preparation 50000 X / bovine fetus skin extract 50000 X / ... Topical Solution [Akne-Wasser],Quant Branded Drug,OMOP2725464,RxNorm Extension
36890497,Calcium Carbonate 0.05 MG/MG / Quercus rubra bark extract 3 X [Weleda Aufbaukalk],Branded Drug Comp,OMOP990872,RxNorm Extension,Constitutes,36893971,Calcium Carbonate 0.05 MG/MG / Quercus rubra bark extract 3 X Injectable Solution [Weleda Aufbaukalk],Quant Branded Drug,OMOP992258,RxNorm Extension
19000019,fentanyl 0.2 MG [Fentora],Branded Drug Comp,668623,RxNorm,Has brand name,19000017,Fentora,Brand Name,668619,RxNorm
19000020,fentanyl 0.4 MG [Fentora],Branded Drug Comp,668625,RxNorm,Has brand name,19000017,Fentora,Brand Name,668619,RxNorm
19000021,fentanyl 0.6 MG [Fentora],Branded Drug Comp,668627,RxNorm,Has brand name,19000017,Fentora,Brand Name,668619,RxNorm
19000022,fentanyl 0.8 MG [Fentora],Branded Drug Comp,668629,RxNorm,Has brand name,19000017,Fentora,Brand Name,668619,RxNorm
19125146,fentanyl 0.1 MG [Fentora],Branded Drug Comp,668620,RxNorm,Has brand name,19000017,Fentora,Brand Name,668619,RxNorm
19126621,fentanyl 0.3 MG [Fentora],Branded Drug Comp,706899,RxNorm,Has brand name,19000017,Fentora,Brand Name,668619,RxNorm
19000099,bisacodyl 5 MG [Veracolate],Branded Drug Comp,668694,RxNorm,Has brand name,19000090,Veracolate,Brand Name,668693,RxNorm
19000101,epinephrine 0.16 MG/ACTUAT [Medihaler-Epi],Branded Drug Comp,665233,RxNorm,Has brand name,19000100,Medihaler-Epi,Brand Name,6687,RxNorm
19000161,racepinephrine 22.5 MG/ML [Micronefrin],Branded Drug Comp,572547,RxNorm,Has brand name,19000150,Micronefrin,Brand Name,66886,RxNorm
19000495,arformoterol 0.0075 MG/ML [Brovana],Branded Drug Comp,695933,RxNorm,Has brand name,19000494,Brovana,Brand Name,669390,RxNorm
43285488,Factor VIII 250 UNT [ReFacto],Branded Drug Comp,OMOP555243,RxNorm Extension,Has tradename,36066044,factor VIII 250 UNT / von Willebrand factor 430 UNT [Optivate],Branded Drug Comp,OMOP4992436,RxNorm Extension
21041495,alpha Tocopherol 50 MG [Ephynal],Branded Drug Comp,OMOP342334,RxNorm Extension,Has tradename,36059930,alpha tocopherol 50 MG [Ephynal],Branded Drug Comp,OMOP4985705,RxNorm Extension
43296261,Factor VIII 2000 UNT [ReFacto],Branded Drug Comp,OMOP555247,RxNorm Extension,Has tradename,36066037,factor VIII 2000 UNT / von Willebrand factor 2400 UNT [Alphanate],Branded Drug Comp,OMOP4992429,RxNorm Extension
21082021,Indocyanine Green 25 MG [IC-Green],Branded Drug Comp,OMOP365244,RxNorm Extension,Has tradename,35130201,Indocyanine Green 25 MG [Ophthagreen],Branded Drug Comp,OMOP4787458,RxNorm Extension
21112870,Ceftazidime 250 MG [Fortum],Branded Drug Comp,OMOP388786,RxNorm Extension,Has tradename,35859384,ceftazidime 250 MG [Zhenliang],Branded Drug Comp,OMOP5015665,RxNorm Extension
21129727,alpha Tocopherol 200 UNT [Vita-E],Branded Drug Comp,OMOP342346,RxNorm Extension,Has tradename,36059911,alpha tocopherol 200 UNT [Vita E],Branded Drug Comp,OMOP4985682,RxNorm Extension
21129727,alpha Tocopherol 200 UNT [Vita-E],Branded Drug Comp,OMOP342346,RxNorm Extension,Has tradename,36059912,alpha tocopherol 200 UNT [Nutra-E],Branded Drug Comp,OMOP4985683,RxNorm Extension
21133697,Iohexol 302 MG/ML [Omnipaque],Branded Drug Comp,OMOP413267,RxNorm Extension,Has tradename,35854306,iohexol 302 MG/ML [Ounaipaike],Branded Drug Comp,OMOP5010364,RxNorm Extension
21133697,Iohexol 302 MG/ML [Omnipaque],Branded Drug Comp,OMOP413267,RxNorm Extension,Has tradename,35854307,iohexol 302 MG/ML [Shuangbei],Branded Drug Comp,OMOP5010365,RxNorm Extension
21133697,Iohexol 302 MG/ML [Omnipaque],Branded Drug Comp,OMOP413267,RxNorm Extension,Has tradename,35854308,iohexol 302 MG/ML [Ousu],Branded Drug Comp,OMOP5010366,RxNorm Extension
40136810,fentanyl Buccal Tablet [Fentora],Branded Drug Form,668621,RxNorm,Has brand name,19000017,Fentora,Brand Name,668619,RxNorm
40136317,bisacodyl Delayed Release Oral Tablet [Veracolate],Branded Drug Form,668695,RxNorm,Has brand name,19000090,Veracolate,Brand Name,668693,RxNorm
40147896,epinephrine Metered Dose Inhaler [Medihaler-Epi],Branded Drug Form,759758,RxNorm,Has brand name,19000100,Medihaler-Epi,Brand Name,6687,RxNorm
1356165,racepinephrine Inhalation Solution [Micronefrin],Branded Drug Form,2108350,RxNorm,Has brand name,19000150,Micronefrin,Brand Name,66886,RxNorm
1356132,arformoterol Inhalation Solution [Brovana],Branded Drug Form,2108278,RxNorm,Has brand name,19000494,Brovana,Brand Name,669390,RxNorm
40065684,mefloquine Oral Tablet [Lariam],Branded Drug Form,368876,RxNorm,Has brand name,19044732,Lariam,Brand Name,202989,RxNorm
40138085,desonide Topical Gel [Desonate],Branded Drug Form,692756,RxNorm,Has brand name,19000526,Desonate,Brand Name,669446,RxNorm
40150449,benzoyl peroxide Medicated Pad [Inova],Branded Drug Form,797818,RxNorm,Has brand name,19000528,Inova,Brand Name,669491,RxNorm
40151969,histidine / isoleucine / leucine / lysine / methionine / phenylalanine / threonine / tryptophan / valine Injectable Solution [Aminess 5.2],Branded Drug Form,799872,RxNorm,Has brand name,19030440,Aminess 5.2,Brand Name,799870,RxNorm
40151380,alanine / arginine / aspartate / glucose / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn II 3.5% in 5% Dextrose],Branded Drug Form,800036,RxNorm,Has brand name,19030564,Aminosyn II 3.5% in 5% Dextrose,Brand Name,800034,RxNorm
42726271,American house dust mite extract Injectable Suspension [Novo-Helisen Depot],Branded Drug Form,OMOP2727736,RxNorm Extension,Has marketed form,43614727,"4.5 ML house dust mite extract, Dermatophagoides farinae 2510 IU/ML Injectable Suspension [Novo-Helisen Depot] by Allergopharma",Marketed Product,OMOP764886,RxNorm Extension
43161163,Lidocaine Oral Gel [Xylocaine Viscous],Branded Drug Form,OMOP484728,RxNorm Extension,Has tradename,2073978,lidocaine Oral Gel [LIDOCA],Branded Drug Form,OMOP4975866,RxNorm Extension
44082540,pamidronate Injectable Solution [Aredia],Branded Drug Form,OMOP1077171,RxNorm Extension,Has tradename,783817,pamidronate Injectable Solution [PAMIDRONATE DE SODIUM HOSPIRA],Branded Drug Form,OMOP4831646,RxNorm Extension
21128846,Camphor / Eucalyptus oil / LEVOMENTHOL / Turpentine Topical Ointment [Vicks Vaporub],Branded Drug Form,OMOP376843,RxNorm Extension,Has tradename,36069307,camphor / Eucalyptus oil / levomenthol / turpentine Topical Ointment [VICKS],Branded Drug Form,OMOP4996004,RxNorm Extension
21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension,Has tradename,2054267,chorionic gonadotropin Injection [Pregnyl],Branded Drug Form,OMOP4954866,RxNorm Extension
21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension,Has tradename,2054268,chorionic gonadotropin Injection [CHORIOMON],Branded Drug Form,OMOP4954867,RxNorm Extension
21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension,Has tradename,35139969,Chorionic Gonadotropin Injection [Gonatropin],Branded Drug Form,OMOP4797119,RxNorm Extension
21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension,Has tradename,35144995,Chorionic Gonadotropin Injection [Gestoron],Branded Drug Form,OMOP4802086,RxNorm Extension
21149265,Chorionic Gonadotropin Injection [Choragon],Branded Drug Form,OMOP331425,RxNorm Extension,Has tradename,35863054,chorionic gonadotropin Injection [Borenile],Branded Drug Form,OMOP5019556,RxNorm Extension
21158423,fluticasone Nasal Spray [Flixonase],Branded Drug Form,OMOP353878,RxNorm Extension,Has tradename,35129235,fluticasone Nasal Spray [Allermist],Branded Drug Form,OMOP4786504,RxNorm Extension
21158423,fluticasone Nasal Spray [Flixonase],Branded Drug Form,OMOP353878,RxNorm Extension,Has tradename,35130717,fluticasone Nasal Spray [Florads],Branded Drug Form,OMOP4787965,RxNorm Extension
35200228,tafenoquine Oral Tablet [Arakoda],Branded Drug Form,2054099,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35200310,lusutrombopag Oral Tablet [Mulpleta],Branded Drug Form,2054992,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35200454,doravirine Oral Tablet [Pifeltro],Branded Drug Form,2055763,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35200465,doravirine / lamivudine / tenofovir disoproxil Oral Tablet [Delstrigo],Branded Drug Form,2055811,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35200853,dacomitinib Oral Tablet [Vizimpro],Branded Drug Form,2058919,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35200889,sarecycline Oral Tablet [Seysara],Branded Drug Form,2059026,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35200961,omadacycline Oral Tablet [Nuzyra],Branded Drug Form,2059277,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35201112,baloxavir marboxil Oral Tablet [Xofluza],Branded Drug Form,2100003,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35201711,penicillamine Oral Tablet [D-Penamine],Branded Drug Form,2103015,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
35201741,lorlatinib Oral Tablet [Lorbrena],Branded Drug Form,2103172,RxNorm,RxNorm has dose form,19082573,Oral Tablet,Dose Form,317541,RxNorm
40109742,deoxyribonucleases / plasmin Topical Ointment [Elase],Branded Drug Form,544959,RxNorm,RxNorm is a,36235871,Elase Topical Product,Branded Dose Group,1173854,RxNorm
40136810,fentanyl Buccal Tablet [Fentora],Branded Drug Form,668621,RxNorm,RxNorm is a,36218275,Fentora Oral Product,Branded Dose Group,1166500,RxNorm
40136810,fentanyl Buccal Tablet [Fentora],Branded Drug Form,668621,RxNorm,RxNorm is a,36218276,Fentora Pill,Branded Dose Group,1166501,RxNorm
40136810,fentanyl Buccal Tablet [Fentora],Branded Drug Form,668621,RxNorm,RxNorm is a,36244435,Fentora Buccal Product,Branded Dose Group,1296911,RxNorm
40136317,bisacodyl Delayed Release Oral Tablet [Veracolate],Branded Drug Form,668695,RxNorm,RxNorm is a,36243187,Veracolate Oral Product,Branded Dose Group,1187880,RxNorm
40136317,bisacodyl Delayed Release Oral Tablet [Veracolate],Branded Drug Form,668695,RxNorm,RxNorm is a,36243188,Veracolate Pill,Branded Dose Group,1187881,RxNorm
40147896,epinephrine Metered Dose Inhaler [Medihaler-Epi],Branded Drug Form,759758,RxNorm,RxNorm is a,36240591,Medihaler-Epi Inhalant Product,Branded Dose Group,1183287,RxNorm
40136411,chlorpheniramine / dextromethorphan / pseudoephedrine Extended Release Suspension [Atuss DS],Branded Drug Form,668994,RxNorm,RxNorm is a,36233603,Atuss DS Oral Product,Branded Dose Group,1173589,RxNorm
40136411,chlorpheniramine / dextromethorphan / pseudoephedrine Extended Release Suspension [Atuss DS],Branded Drug Form,668994,RxNorm,RxNorm is a,36243974,Atuss DS Oral Liquid Product,Branded Dose Group,1295842,RxNorm
44785156,chlorpheniramine / hydrocodone / pseudoephedrine Oral Suspension [Atuss HS],Branded Drug Form,1486250,RxNorm,RxNorm is a,36233614,Atuss HS Oral Product,Branded Dose Group,1173600,RxNorm
36897790,{28 (Amoxicillin 500 MG Oral Capsule) / 14 (Clarithromycin 500 MG Oral Tablet) / 14 (Omeprazole 20 MG Delayed Release Oral Capsule) } Pack [Klacid],Branded Pack,OMOP996987,RxNorm Extension,Available as box,43298343,{28 (Amoxicillin 500 MG Oral Capsule) / 14 (Clarithromycin 500 MG Oral Tablet) / 14 (Omeprazole 20 MG Delayed Release Oral Capsule) } Pack [Klacid] box of 1,Branded Pack Box,OMOP572928,RxNorm Extension
36897833,{1 (Clotrimazole 10 MG/ML Vaginal Cream) / 1 (Fluconazole 150 MG Oral Capsule) } Pack [Vagiclear],Branded Pack,OMOP989435,RxNorm Extension,Available as box,43298381,{1 (Clotrimazole 10 MG/ML Vaginal Cream) / 1 (Fluconazole 150 MG Oral Capsule) } Pack [Vagiclear] box of 1,Branded Pack Box,OMOP573210,RxNorm Extension
43522523,{1 (Clotrimazole 0.01 MG/MG Vaginal Cream) / 1 (Fluconazole 150 MG Oral Capsule) } Pack [Vagiclear],Branded Pack,OMOP2809638,RxNorm Extension,Available as box,43522851,{1 (Clotrimazole 0.01 MG/MG Vaginal Cream) / 1 (Fluconazole 150 MG Oral Capsule) } Pack [Vagiclear] box of 1,Branded Pack Box,OMOP2809966,RxNorm Extension
2937655,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG O...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 MG ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 MG O...) / 7 (inert ingredients 0 MG Ora...) } Pack [Triquilar],Branded Pack,OMOP5154350,RxNorm Extension,Available as box,2937651,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 M...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 M...) / 7 (inert ingredients 0 MG O...) } Pack [Triquilar] box of 4,Branded Pack Box,OMOP5154347,RxNorm Extension
2937655,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG O...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 MG ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 MG O...) / 7 (inert ingredients 0 MG Ora...) } Pack [Triquilar],Branded Pack,OMOP5154350,RxNorm Extension,Available as box,2937653,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 M...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 M...) / 7 (inert ingredients 0 MG O...) } Pack [Triquilar] box of 3,Branded Pack Box,OMOP5154348,RxNorm Extension
2937655,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG O...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 MG ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 MG O...) / 7 (inert ingredients 0 MG Ora...) } Pack [Triquilar],Branded Pack,OMOP5154350,RxNorm Extension,Available as box,2937654,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 M...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 M...) / 7 (inert ingredients 0 MG O...) } Pack [Triquilar] box of 2,Branded Pack Box,OMOP5154349,RxNorm Extension
42615373,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG O...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 MG ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 MG O...) / 7 (inert ingredients 0 MG Ora...) } Pack [Triquilar],Branded Pack,OMOP5160519,RxNorm Extension,Available as box,42615372,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 M...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 M...) / 7 (inert ingredients 0 MG O...) } Pack [Triquilar] box of 2,Branded Pack Box,OMOP5160518,RxNorm Extension
36897685,{6 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.05 MG Delayed Releas...) / 10 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.125 MG Delayed Relea...) / 5 (Ethinyl Estradiol 0.04 MG / Levonorgestrel 0.075 MG Delayed Releas...) } Pack [Triquilar],Branded Pack,OMOP1003597,RxNorm Extension,Available as box,36898058,{6 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.05 MG Delayed Re...) / 10 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.125 MG Delayed R...) / 5 (Ethinyl Estradiol 0.04 MG / Levonorgestrel 0.075 MG Delayed Re...) } Pack [Triquilar] box of 3,Branded Pack Box,OMOP1004112,RxNorm Extension
42615373,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG O...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 MG ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 MG O...) / 7 (inert ingredients 0 MG Ora...) } Pack [Triquilar],Branded Pack,OMOP5160519,RxNorm Extension,Available as box,42615370,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 M...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 M...) / 7 (inert ingredients 0 MG O...) } Pack [Triquilar] box of 4,Branded Pack Box,OMOP5160516,RxNorm Extension
42615373,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG O...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 MG ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 MG O...) / 7 (inert ingredients 0 MG Ora...) } Pack [Triquilar],Branded Pack,OMOP5160519,RxNorm Extension,Available as box,42615371,{6 (ethinyl estradiol 0.03 MG / levonorgestrel 0.05 M...) / 10 (ethinyl estradiol 0.03 MG / levonorgestrel 0.125 ...) / 5 (ethinyl estradiol 0.04 MG / levonorgestrel 0.075 M...) / 7 (inert ingredients 0 MG O...) } Pack [Triquilar] box of 3,Branded Pack Box,OMOP5160517,RxNorm Extension
40221402,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Vagistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Vagistat]) } Pack [Vagistat 3 Day Combination Pack],Branded Pack,992792,RxNorm,Contains,40185217,miconazole nitrate 200 MG Vaginal Insert [Vagistat],Branded Drug,992791,RxNorm
40221402,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Vagistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Vagistat]) } Pack [Vagistat 3 Day Combination Pack],Branded Pack,992792,RxNorm,Contains,42902329,miconazole nitrate 20 MG/ML Vaginal Cream [Vagistat],Branded Drug,1359442,RxNorm
19130134,{10 (dirithromycin 250 MG Delayed Release Oral Tablet [Dynabac]) } Pack [Dynabac D5],Branded Pack,795767,RxNorm,Contains,19029377,dirithromycin 250 MG Delayed Release Oral Tablet [Dynabac],Branded Drug,205491,RxNorm
40239410,{1 (bisacodyl 10 MG Rectal Suppository [Dulcolax]) / 4 (bisacodyl 5 MG Delayed Release Oral Tablet [Dulcolax]) } Pack [Dulcolax Bowel Prep kit],Branded Pack,1101748,RxNorm,Contains,19041866,bisacodyl 5 MG Delayed Release Oral Tablet [Dulcolax],Branded Drug,209613,RxNorm
40175986,{180 (acamprosate calcium 333 MG Delayed Release Oral Tablet [Campral]) } Pack [Campral Dose Pak],Branded Pack,967897,RxNorm,Contains,19043982,acamprosate calcium 333 MG Delayed Release Oral Tablet [Campral],Branded Drug,835728,RxNorm
40162183,{7 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Orange Patient Titration Kit (For Patients...,Branded Pack,851751,RxNorm,Contains,19135487,lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal],Branded Drug,849049,RxNorm
40162194,{14 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Green Titration Kit (for Patients Taking Enzyme-Inducing Drugs and Not Taking Valproate)],Branded Pack,851753,RxNorm,Contains,19135487,lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal],Branded Drug,849049,RxNorm
40168392,{1 (60000 MG) (salicylic acid 0.06 MG/MG Topical Gel [Keralyt]) / 1 (160 ML) (salicylic acid 60 MG/ML Medicated Shampoo [Keralyt]) } Pack [Keralyt Scalp],Branded Pack,883501,RxNorm,Contains,964540,salicylic acid 0.06 MG/MG Topical Gel [Keralyt],Branded Drug,212332,RxNorm
40168392,{1 (60000 MG) (salicylic acid 0.06 MG/MG Topical Gel [Keralyt]) / 1 (160 ML) (salicylic acid 60 MG/ML Medicated Shampoo [Keralyt]) } Pack [Keralyt Scalp],Branded Pack,883501,RxNorm,Contains,40223537,salicylic acid 60 MG/ML Medicated Shampoo [Keralyt],Branded Drug,999618,RxNorm
40174574,{1 (85 ML) (sulfacetamide sodium 100 MG/ML Topical Lotion [Carmol Scalp]) / 1 (120 ML) (urea 100 MG/ML Medicated Shampoo [Carmol]) } Pack [Carmol Scalp Treatment Kit],Branded Pack,904620,RxNorm,Contains,40224480,sulfacetamide sodium 100 MG/ML Topical Lotion [Carmol Scalp],Branded Drug,1006689,RxNorm
42800263,{4 (amoxicillin 500 MG Oral Capsule) / 2 (clarithromycin 500 MG Oral Tablet) / 2 (omeprazole 20 MG Delayed Release Oral Capsule) } Pack [Omeclamox],Branded Pack,1291987,RxNorm,Contains,19073187,amoxicillin 500 MG Oral Capsule,Clinical Drug,308191,RxNorm
35604608,{1 (bisacodyl 5 MG Delayed Release Oral Tablet) / 1 (2000 ML) (polyethylene glycol 3350 210000 MG / potassium chloride 740 MG / sodium bicarbonate 2860 MG / sodium chloride 5600 MG Powder for Oral Solution [Gavilyte-H]) } Pack [Gavilyte-H and Bisacodyl],Branded Pack,1718991,RxNorm,Contains,19074247,bisacodyl 5 MG Delayed Release Oral Tablet,Clinical Drug,308753,RxNorm
40166047,{200 (beclomethasone dipropionate 1 MG Delayed Release Oral Tablet) / 200 (beclomethasone dipropionate 1 MG Oral Tablet) } Pack [orBec],Branded Pack,858140,RxNorm,Contains,40164075,beclomethasone dipropionate 1 MG Delayed Release Oral Tablet,Clinical Drug,858136,RxNorm
40228846,{4 (risedronate sodium 35 MG Delayed Release Oral Tablet) } Pack [Atelvia],Branded Pack,1020066,RxNorm,Contains,40228826,risedronate sodium 35 MG Delayed Release Oral Tablet,Clinical Drug,1020064,RxNorm
40241436,{12 (ascorbic acid 120 MG / calcium carbonate 200 MG / cholecalciferol 0.41 MG / choline bitartrate 55 MG / ferrous fumarate 27 MG / folic acid 1 MG / niacin 20 MG / potassium iodide 0.15 MG / pyridoxine hydrochloride 50 MG / riboflavin 3 MG / thiamine...,Branded Pack,1114900,RxNorm,Contains,40240436,ascorbic acid 120 MG / calcium carbonate 200 MG / cholecalciferol 0.41 MG / choline bitartrate 55 MG / ferrous fumarate 27 MG / folic acid 1 MG / niacin 20 MG / potassium iodide 0.15 MG / pyridoxine hydrochloride 50 MG / riboflavin 3 MG / thiamine mono...,Clinical Drug,1114602,RxNorm
40241440,{30 (ascorbic acid 120 MG / calcium carbonate 200 MG / cholecalciferol 0.41 MG / choline bitartrate 55 MG / ferrous fumarate 27 MG / folic acid 1 MG / niacin 20 MG / potassium iodide 0.15 MG / pyridoxine hydrochloride 50 MG / riboflavin 3 MG / thiamine...,Branded Pack,1114604,RxNorm,Contains,40240436,ascorbic acid 120 MG / calcium carbonate 200 MG / cholecalciferol 0.41 MG / choline bitartrate 55 MG / ferrous fumarate 27 MG / folic acid 1 MG / niacin 20 MG / potassium iodide 0.15 MG / pyridoxine hydrochloride 50 MG / riboflavin 3 MG / thiamine mono...,Clinical Drug,1114602,RxNorm
40228847,{1 (60000 MG) (clobetasol propionate 0.5 MG/ML Topical Cream) / 1 (100 ML) (coal tar 23 MG/ML Topical Solution [Psorent]) } Pack [Clobeta Plus],Branded Pack,1014379,RxNorm,Contains,40164516,clobetasol propionate 0.5 MG/ML Topical Cream,Clinical Drug,861495,RxNorm
40231700,{1 (60000 MG) (clobetasol propionate 0.0005 MG/MG Topical Ointment) / 1 (100 ML) (coal tar 23 MG/ML Topical Solution [Psorent]) } Pack [Clobeta Plus Ointment],Branded Pack,1043389,RxNorm,Contains,40164505,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clinical Drug,861448,RxNorm
42800263,{4 (amoxicillin 500 MG Oral Capsule) / 2 (clarithromycin 500 MG Oral Tablet) / 2 (omeprazole 20 MG Delayed Release Oral Capsule) } Pack [Omeclamox],Branded Pack,1291987,RxNorm,Contains,19019418,omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug,198051,RxNorm
19129475,{4 (ethinyl estradiol 0.05 MG / levonorgestrel 0.25 MG Oral Tablet) } Pack [Preven Emergency Contraceptive Kit],Branded Pack,763091,RxNorm,Contains,1549823,ethinyl estradiol 0.05 MG / levonorgestrel 0.25 MG Oral Tablet,Clinical Drug,246521,RxNorm
43011780,{7 (24 HR rotigotine 0.0833 MG/HR Transdermal System [Neupro]) / 7 (24 HR rotigotine 0.167 MG/HR Transdermal System [Neupro]) } Pack [Neupro Kit],Branded Pack,1360633,RxNorm,Contains,786444,24 HR rotigotine 0.167 MG/HR Transdermal System [Neupro],Quant Branded Drug,724142,RxNorm
43011780,{7 (24 HR rotigotine 0.0833 MG/HR Transdermal System [Neupro]) / 7 (24 HR rotigotine 0.167 MG/HR Transdermal System [Neupro]) } Pack [Neupro Kit],Branded Pack,1360633,RxNorm,Contains,786429,24 HR rotigotine 0.0833 MG/HR Transdermal System [Neupro],Quant Branded Drug,722256,RxNorm
35201873,{14 (24 HR nicotine 0.292 MG/HR Transdermal System [Habitrol]) / 14 (24 HR nicotine 0.583 MG/HR Transdermal System [Habitrol]) / 28 (24 HR nicotine 0.875 MG/HR Transdermal System [Habitrol]) } Pack [Habitrol Combination Kit],Branded Pack,2053245,RxNorm,Contains,19036278,24 HR nicotine 0.583 MG/HR Transdermal System [Habitrol],Quant Branded Drug,207712,RxNorm
